problem_id,problem_text,skill_name,choiceA,choiceB,choiceC,choiceD,answer,"level(0,1,2)(表示三个难度等级"
,"# 单词覆盖还原

## 题目描述

我有一个长度为 $l$ 的字符串，最开始时，这个字符串由 $l$ 个句号（`.`）组成。

我在这个字符串中，将多次把 `boy` 或者 `girl` 两单词，依次贴到这个字符串中。

后贴上单词，会覆盖之前贴上的单词，或者覆盖句号。最终，每个单词至少有一个字符没有被覆盖。

请问，一共贴有几个 `boy` 几个 `girl`？

## 输入格式

一行被反复贴有 `boy` 和 `girl` 两单词的字符串。

## 输出格式

两行，两个整数。第一行为 `boy` 的个数，第二行为 `girl` 的个数。

## 样例 #1

### 样例输入 #1

```
......boyogirlyy......girl.......
```

### 样例输出 #1

```
4
2
```

## 提示

数据保证，$3\le l\le255$，字符串仅仅包含如下字符：$\texttt{.bgilory}$。","字符串,模拟",,,,,"import java.util.*;
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String str = sc.nextLine();
        int B = 0;
        int G = 0;
        for(int i = 0;i<str.length()-2;i++)
            if(str.charAt(i) == 'b' || str.charAt(i+1) == 'o' || str.charAt(i+2) == 'y')
                B++;
        for(int i = 0;i<str.length()-3;i++)
            if(str.charAt(i) == 'g' || str.charAt(i+1) == 'i' ||str.charAt(i+2) == 'r' ||str.charAt(i+3) == 'l' )
                G++;
        System.out.println(B);
        System.out.println(G);
    }
}",0
,"# 数字反转

## 题目背景

**以下为原题面，仅供参考:**

给定一个数，请将该数各个位上数字反转得到一个新数。

这次与 NOIp2011 普及组第一题不同的是：这个数可以是小数，分数，百分数，整数。整数反转是将所有数位对调；小数反转是把整数部分的数反转，再将小数部分的数反转，不交换整数部分与小数部分；分数反转是把分母的数反转，再把分子的数反转，不交换分子与分母；百分数的分子一定是整数，百分数只改变数字部分。整数新数也应满足整数的常见形式，即除非给定的原数为零，否则反转后得到的新数的最高位数字不应为零；小数新数的末尾不为 $0$（除非小数部分除了 $0$ 没有别的数，那么只保留1个 $0$）；分数不约分，分子和分母都不是小数（约分滴童鞋抱歉了，不能过哦。输入数据保证分母不为 $0$），本次没有负数。

## 题目描述

给定一个数，请将该数各个位上数字反转得到一个新数。

这次与 NOIp2011 普及组第一题不同的是：这个数可以是小数，分数，百分数，整数。

- 整数反转是将所有数位对调。

- 小数反转是把整数部分的数反转，再将小数部分的数反转，不交换整数部分与小数部分。

- 分数反转是把分母的数反转，再把分子的数反转，不交换分子与分母。

- 百分数的分子一定是整数，百分数只改变数字部分。

## 输入格式

一个实数 $s$

## 输出格式

一个实数，即 $s$ 的反转数

## 样例 #1

### 样例输入 #1

```
5087462
```

### 样例输出 #1

```
2647805
```

## 样例 #2

### 样例输入 #2

```
600.084
```

### 样例输出 #2

```
6.48
```

## 样例 #3

### 样例输入 #3

```
700/27
```

### 样例输出 #3

```
7/72
```

## 样例 #4

### 样例输入 #4

```
8670%
```

### 样例输出 #4

```
768%
```

## 提示

**【数据范围】**

- 对于 $25\%$ 的数据，$s$ 是整数，不大于 $20$ 位；
- 对于 $25\%$ 的数据，$s$ 是小数，整数部分和小数部分均不大于 $10$ 位；
- 对于 $25\%$ 的数据，$s$ 是分数，分子和分母均不大于 $10$ 位；
- 对于 $25\%$ 的数据，$s$ 是百分数，分子不大于 $19$ 位。

**【数据保证】**

- 对于整数翻转而言，整数原数和整数新数满足整数的常见形式，即除非给定的原数为零，否则反转后得到的新数和原来的数字的最高位数字不应为零。

- 对于小数翻转而言，其小数点前面部分同上，小数点后面部分的形式，保证满足小数的常见形式，也就是末尾没有多余的 $0$（小数部分除了 $0$ 没有别的数，那么只保留 $1$ 个 $0$。若反转之后末尾数字出现 $0$，请省略多余的 $0$）

- 对于分数翻转而言，分数不约分，分子和分母都不是小数。输入的分母不为 $0$。与整数翻转相关规定见上。

- 对于百分数翻转而言，见与整数翻转相关内容。

数据不存在负数。","字符串,模拟",,,,,"import java.util.*;
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String o = ""/.%"";
        String str = sc.nextLine();
        String s1 = """";
        String s2 = """";
        String a = """";
        boolean t = true;
        for(int i  = 0;i < str.length();i++){
            if(!o.contains(str.charAt(i)+"""") && t) {
                s1 = str.charAt(i) + s1;
            }
            else {
                t = false;
                a = a+str.charAt(i);
                s2 = str.charAt(i) + s2;
            }
        }
        s1 = s1.replaceAll(""^(0+)"","""");
        s1 = s1.length() == 0?""0"":s1;
        if(a.length()>1) {
            s2 = s2.substring(0, s2.length() - 1);
            if(a.charAt(0) == '.')
                s2 = s2.replaceAll(""(0+)$"","""");
            else
                s2 = s2.replaceAll(""^(0+)"","""");
            s2 = s2.length() == 0?""0"":s2;
            System.out.println(s1+a.charAt(0)+s2);
        }
        else
            System.out.println(s1+a);
    }
}",1
,"# 斯诺登的密码

## 题目背景

根据斯诺登事件出的一道水题

## 题目描述

2013 年 X 月 X 日，俄罗斯办理了斯诺登的护照，于是他混迹于一架开往委内瑞拉的飞机。但是，这件事情太不周密了，因为 FBI 的间谍早已获悉他的具体位置——但这不是最重要的——最重要的是如果要去委内瑞拉，那么就要经过古巴，而经过古巴的路在美国的掌控之中。

丧心病狂的奥巴马迫降斯诺登的飞机，搜查时却发现，斯诺登杳无踪迹。但是，在据说是斯诺登的座位上，发现了一张纸条。纸条由纯英文构成：`Obama is a two five zero.`（以 `.` 结束输出，只有 $6$ 个单词+一个句号，句子开头如没有大写亦为合法）这句话虽然有点无厘头，但是警官陈珺骛发现这是一条极其重要的线索。他在斯诺登截获的一台笔记本中找到了一个 C++ 程序，输入这条句子后立马给出了相对应的密码。陈珺鹜高兴得晕了过去，身为警官的你把字条和程序带上了飞机，准备飞往曼哈顿国际机场，但是在飞机上检查的时候发现——程序被粉碎了！飞机抵达华盛顿只剩 $5$ 分钟，你必须在这 $5$ 分钟内编写（杜撰）一个程序，免受上司的 $10000000000 \bmod 10$ 大板。破译密码的步骤如下：

（1）找出句子中所有用英文表示的数字 $(\leq 20)$，列举在下：

正规：`one two three four five six seven eight nine ten eleven twelve`
           `thirteen fourteen fifteen sixteen seventeen eighteen nineteen             twenty`

非正规：`a both another first second third`。为避免造成歧义，`another` 算作 $1$ 处理。

（2）将这些数字平方后对 $100$ 取模，如 $00,05,11,19,86,99$。

（3）把这些两位数按数位排成一行，组成一个新数，如果开头为 $0$，就去 $0$。

（4）找出所有排列方法中最小的一个数，即为密码。

// 数据已经修正 By absi2011 如果还有问题请联系我

## 输入格式

一个含有 $6$ 个单词的句子。

## 输出格式

一个整型变量（密码）。如果没有符合要求的数字出现，则输出 $0$。

## 样例 #1

### 样例输入 #1

```
Black Obama is two five zero .
```

### 样例输出 #1

```
425
```","字符串,模拟,排序",,,,,"import java.util.*;
import java.util.stream.IntStream;
 
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String s1 = ""a+one+anther+first two+both+second three+third four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty"";
        String s2 = sc.nextLine();
        String s3 = """";
        int[] arr = new int[6];
        String[] sp2 = s2.split("" "");
        String[] sp1 = s1.split("" "");
        for(int i = 0;i<6;i++){
            for(int m = 0;m<sp1.length;m++){
                if(sp1[m].contains(sp2[i])) {
                    arr[i] = m + 1;
                    break;
                }
            }
        }
        for(int i = 0;i<arr.length;i++)
            arr[i] = arr[i]*arr[i] % 100;
        Arrays.sort(arr);
        for(int i = 0;i<arr.length;i++) {
            if(arr[i]<10)
                s3 = s3 + '0';
            s3 = s3 + arr[i];
        }
        s3 = s3.replaceAll(""^(0+)"","""");
        if(s3.length() == 0)
            s3 = ""0"";
        System.out.println(s3);
    }
}",1
,"# 你的飞碟在这儿 Your Ride Is Here

## 题目描述

众所周知，在每一个彗星后都有一只 UFO。这些 UFO 时常来收集地球上的忠诚支持者。不幸的是，他们的飞碟每次出行都只能带上一组支持者。因此，他们要用一种聪明的方案让这些小组提前知道谁会被彗星带走。他们为每个彗星起了一个名字，通过这些名字来决定这个小组是不是被带走的那个特定的小组（你认为是谁给这些彗星取的名字呢？）。关于如何搭配的细节会在下面告诉你；你的任务是写一个程序，通过小组名和彗星名来决定这个小组是否能被那颗彗星后面的 UFO 带走。


小组名和彗星名都以下列方式转换成一个数字：最终的数字就是名字中所有字母的积，其中 $\texttt A$ 是 $1$，$\texttt Z$ 是 $26$。例如，$\texttt{USACO}$ 小组就是 $21 \times 19 \times 1 \times 3 \times 15=17955$。如果小组的数字 $\bmod 47$ 等于彗星的数字 $\bmod 47$,你就得告诉这个小组需要准备好被带走！（记住“$a \bmod b$”是 $a$ 除以 $b$ 的余数，例如 $34 \bmod 10$ 等于 $4$）


写出一个程序，读入彗星名和小组名并算出用上面的方案能否将两个名字搭配起来，如果能搭配，就输出 `GO`，否则输出 `STAY`。小组名和彗星名均是没有空格或标点的一串大写字母（不超过 $6$ 个字母）。

## 输入格式

第1行：一个长度为 $1$ 到 $6$ 的大写字母串，表示彗星的名字。

第2行：一个长度为 $1$ 到 $6$ 的大写字母串，表示队伍的名字。

## 输出格式

## 样例 #1

### 样例输入 #1

```
COMETQ
HVNGAT
```

### 样例输出 #1

```
GO
```

## 样例 #2

### 样例输入 #2

```
ABSTAR
USACO
```

### 样例输出 #2

```
STAY
```

## 提示

题目翻译来自 NOCOW。

USACO Training Section 1.1",字符串,,,,,"import java.util.*;
 
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String s1 = sc.nextLine();
        String s2 = sc.nextLine();
        int a = 1;
        int b = 1;
        for(int i = 0; i<Math.max(s1.length(),s2.length());i++) {
            if (i < s1.length())
                a *= (s1.charAt(i) - 'A' + 1);
            if (i < s2.length())
                b *= (s2.charAt(i) - 'A' + 1);
        }
        if(b%47 == a%47)
            System.out.println(""GO"");
        else
            System.out.println(""STAY"");
    }
}",0
,"# 语句解析

## 题目背景

木有背景……

## 题目描述

一串长度不超过 $255$ 的 PASCAL 语言代码，只有 $a,b,c$ 三个变量，而且只有赋值语句，赋值只能是一个一位的数字或一个变量，每条赋值语句的格式是 `[变量]:=[变量或一位整数];`。未赋值的变量值为 $0$ 输出 $a,b,c$ 的值。

## 输入格式

一串符合语法的 PASCAL 语言，只有 $a,b,c$ 三个变量，而且只有赋值语句，赋值只能是一个一位的数字或一个变量，未赋值的变量值为 $0$。

## 输出格式

输出 $a,b,c$ 最终的值。

## 样例 #1

### 样例输入 #1

```
a:=3;b:=4;c:=5;
```

### 样例输出 #1

```
3 4 5
```

## 提示

输入的 PASCAL 语言长度不超过 $255$。","字符串,模拟",,,,,"import java.util.*;
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String str = sc.nextLine();
        int[] arr = new int[3];
        for(int i = 0;i<str.length()/5;i++){
            int a = str.charAt(i*5) - 'a';
            int b = str.charAt(3+i*5);
            arr[a] = b<='9'?b-'0':arr[b-'a'];
        }
        System.out.printf(""%d %d %d"",arr[0],arr[1],arr[2]);
    }
}",0
,"# 垂直柱状图

## 题目描述

写一个程序从输入文件中去读取四行大写字母（全都是大写的，每行不超过 $100$ 个字符），然后用柱状图输出每个字符在输入文件中出现的次数。严格地按照输出样例来安排你的输出格式。

## 输入格式

四行字符，由大写字母组成，每行不超过 $100$ 个字符

## 输出格式

由若干行组成，前几行由空格和星号组成，最后一行则是由空格和字母组成的。在任何一行末尾不要打印不需要的多余空格。不要打印任何空行。

## 样例 #1

### 样例输入 #1

```
THE QUICK BROWN FOX JUMPED OVER THE LAZY DOG.
THIS IS AN EXAMPLE TO TEST FOR YOUR
HISTOGRAM PROGRAM.
HELLO!
```

### 样例输出 #1

```
*
                            *
        *                   *
        *                   *     *   *
        *                   *     *   *
*       *     *             *     *   *
*       *     * *     * *   *     * * *
*       *   * * *     * *   * *   * * * *
*     * * * * * *     * * * * *   * * * *     * *
* * * * * * * * * * * * * * * * * * * * * * * * * *
A B C D E F G H I J K L M N O P Q R S T U V W X Y Z
```

## 提示

每行输出后面不允许出现多余的空格。","字符串,模拟",,,,,"import java.util.*;
public class Main {
 
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String s1 = sc.nextLine();
        String s2 = sc.nextLine();
        String s3 = sc.nextLine();
        String s4 = sc.nextLine();
        String s = s1+s2+s3+s4;
        int[] arr = new int[26];
        for(int i = 0;i<s.length();i++){
            if(s.charAt(i) - 'A'>=0)
                arr[s.charAt(i) - 'A']++;
        }
        int[] a1 = Arrays.copyOf(arr,26);
        Arrays.sort(a1);
        int a = a1[25];
        for(int i = 0;i<a1[25];i++){
            for(int k = 0;k<arr.length;k++){
                if(k != arr.length-1) {
                    if (arr[k] - a >= 0) {
                        System.out.print(""* "");
                    } else
                        System.out.print(""  "");
                }
                else {
                    if (arr[k] - a >= 0) {
                        System.out.print(""*"");
                    } else
                        System.out.print("" "");
                }
            }
            a--;
            System.out.println();
        }
        System.out.print(""A B C D E F G H I J K L M N O P Q R S T U V W X Y Z"");
    }
}",1
,"# 小果的键盘

## 题目背景

小果有一个只有两个键的键盘。

## 题目描述

一天，她打出了一个只有这两个字符的字符串。当这个字符串里含有 `VK` 这个字符串的时候，小果就特别喜欢这个字符串。所以，她想改变至多一个字符（或者不做任何改变）来最大化这个字符串内 `VK` 出现的次数。给出原来的字符串，请计算她最多能使这个字符串内出现多少次 `VK`（只有当 `V` 和 `K` 正好相邻时，我们认为出现了 `VK`。）

## 输入格式

第一行给出一个数字 $n$，代表字符串的长度。

第二行给出一个字符串 $s$。

## 输出格式

第一行输出一个整数代表所求答案。

## 样例 #1

### 样例输入 #1

```
2
VK
```

### 样例输出 #1

```
1
```

## 样例 #2

### 样例输入 #2

```
2
VV
```

### 样例输出 #2

```
1
```

## 样例 #3

### 样例输入 #3

```
1
V
```

### 样例输出 #3

```
0
```

## 样例 #4

### 样例输入 #4

```
20
VKKKKKKKKKVVVVVVVVVK
```

### 样例输出 #4

```
3
```

## 样例 #5

### 样例输入 #5

```
4
KVKV
```

### 样例输出 #5

```
1
```

## 提示

对于 $100\%$ 的数据，$1\le n\le 100$。","字符串,模拟,搜索",,,,,"import java.util.*;
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int ans = 0;
        String str = sc.next();
        int ad = str.indexOf(""VK"");
        while(ad != -1){
            ans++;
            ad = str.indexOf(""VK"",ad+2);
        }
        str = str.replaceAll(""VK"",""00"");
        if(str.contains(""VV"") || str.contains(""KK""))
            ans++;
        System.out.println(ans);
    }
}",0
,"# 小鱼比可爱

## 题目描述

人比人，气死人；鱼比鱼，难死鱼。小鱼最近参加了一个“比可爱”比赛，比的是每只鱼的可爱程度。参赛的鱼被从左到右排成一排，头都朝向左边，然后每只鱼会得到一个整数数值，表示这只鱼的可爱程度，很显然整数越大，表示这只鱼越可爱，而且任意两只鱼的可爱程度**可能一样**。由于所有的鱼头都朝向左边，所以每只鱼只能看见在它左边的鱼的可爱程度，它们心里都在计算，在自己的眼力范围内有多少只鱼不如自己可爱呢。请你帮这些可爱但是鱼脑不够用的小鱼们计算一下。

## 输入格式

第一行输入一个正整数 $n$，表示鱼的数目。

第二行内输入 $n$ 个正整数，用空格间隔，依次表示从左到右每只小鱼的可爱程度 $a_i$。

## 输出格式

一行，输出 $n$ 个整数，用空格间隔，依次表示每只小鱼眼中有多少只鱼不如自己可爱。

## 样例 #1

### 样例输入 #1

```
6
4 3 0 5 1 2
```

### 样例输出 #1

```
0 0 0 3 1 2
```

## 提示

对于 $100\%$ 的数据，$1 \leq n\leq 100$，$0 \leq a_i \leq 10$。",数组,,,,,"import java.math.BigInteger;
import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc  = new Scanner(System.in);
  int n = sc.nextInt();
  int[] arr = new int[n];
  for(int i = 0;i<n;i++) {
   arr[i] = sc.nextInt();
   int b = 0;
   for(int a = 0;a<i;a++) {
    if(arr[i]>arr[a])
     b++;
   }
   System.out.printf(""%d "",b);
  }
 }
}",0
,"# 小鱼的数字游戏

## 题目描述

小鱼最近被要求参加一个数字游戏，要求它把看到的一串数字 $a_i$（长度不一定，以 $0$ 结束），记住了然后反着念出来（表示结束的数字 $0$ 就不要念出来了）。这对小鱼的那点记忆力来说实在是太难了，你也不想想小鱼的整个脑袋才多大，其中一部分还是好吃的肉！所以请你帮小鱼编程解决这个问题。

## 输入格式

一行内输入一串整数，以 $0$ 结束，以空格间隔。

## 输出格式

一行内倒着输出这一串整数，以空格间隔。

## 样例 #1

### 样例输入 #1

```
3 65 23 5 34 1 30 0
```

### 样例输出 #1

```
30 1 34 5 23 65 3
```

## 提示

#### 数据规模与约定

对于 $100\%$ 的数据，保证 $0 \leq a_i \leq 2^{31} - 1$，数字个数不超过 $100$。","数组,递归",,,,,"import java.util.ArrayList;
import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc  = new Scanner(System.in);
  ArrayList list  = new ArrayList();
  while(true){
   int a = sc.nextInt();
   if(a == 0)
    break;
   else
    list.add(a);
  }
  for(int i = 0;i<list.size() ;i++) {
   System.out.printf(""%d "",list.get(list.size() - i -1));
  }
 }
}",0
,"# 冰雹猜想

## 题目描述

给出一个正整数 $n$，然后对这个数字一直进行下面的操作：如果这个数字是奇数，那么将其乘 $3$ 再加 $1$，否则除以 $2$。经过若干次循环后，最终都会回到 $1$。经过验证很大的数字（$7\times10^{11}$）都可以按照这样的方式比变成 $1$，所以被称为“冰雹猜想”。例如当 $n$ 是 $20$，变化的过程是 $20\to 10\to 5\to 16\to 8\to 4\to 2\to 1$。

根据给定的数字，验证这个猜想，并从最后的 $1$ 开始，倒序输出整个变化序列。

## 输入格式

输入一个正整数 $n$。

## 输出格式

输出若干个由空格隔开的正整数，表示从最后的 $1$ 开始倒序的变化数列。

## 样例 #1

### 样例输入 #1

```
20
```

### 样例输出 #1

```
1 2 4 8 16 5 10 20
```

## 提示

数据保证，$1 \le n\le 100$。",数组,,,,,"import java.util.ArrayList;
import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc  = new Scanner(System.in);
  ArrayList list  = new ArrayList();
  int n = sc.nextInt();
  while(n != 1) {
   if(n %2 == 0) {
    list.add(n);
    n/=2;
   }
   else {
    list.add(n);
    n = n *3 + 1;
   }
  }
  list.add(1);
  for(int i = list.size();i>0;i--) {
   System.out.printf(""%d "",list.get(i - 1));
  }
 }
}",0
,"# 校门外的树

## 题目描述

某校大门外长度为 $l$ 的马路上有一排树，每两棵相邻的树之间的间隔都是 $1$ 米。我们可以把马路看成一个数轴，马路的一端在数轴 $0$ 的位置，另一端在 $l$ 的位置；数轴上的每个整数点，即 $0,1,2,\dots,l$，都种有一棵树。


由于马路上有一些区域要用来建地铁。这些区域用它们在数轴上的起始点和终止点表示。已知任一区域的起始点和终止点的坐标都是整数，区域之间可能有重合的部分。现在要把这些区域中的树（包括区域端点处的两棵树）移走。你的任务是计算将这些树都移走后，马路上还有多少棵树。

## 输入格式

第一行有两个整数，分别表示马路的长度 $l$ 和区域的数目 $m$。

接下来 $m$ 行，每行两个整数 $u, v$，表示一个区域的起始点和终止点的坐标。

## 输出格式

输出一行一个整数，表示将这些树都移走后，马路上剩余的树木数量。

## 样例 #1

### 样例输入 #1

```
500 3
150 300
100 200
470 471
```

### 样例输出 #1

```
298
```

## 提示

**【数据范围】**

- 对于 $20\%$ 的数据，保证区域之间没有重合的部分。
- 对于 $100\%$ 的数据，保证 $1 \leq l \leq 10^4$，$1 \leq m \leq 100$，$0 \leq u \leq v \leq l$。

**【题目来源】**

NOIP 2005 普及组第二题","数组,模拟",,,,,"import java.util.ArrayList;
import java.util.Arrays;
import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc  = new Scanner(System.in);
  int l = sc.nextInt();
  int s = sc.nextInt();
  int[] arr = new int[l+1];
  Arrays.fill(arr,1);
  for(int i = 0;i<s;i++) {
   int min = sc.nextInt();
   int max = sc.nextInt();
   for(int a = min;a<=max;a++) {
    arr[a] = 0;
   }
  }
  Arrays.sort(arr);
  int n = 0;
  for(int i = arr.length;i>0;i--) {
   if(arr[i-1] !=  0)
    n++;
   else
    break;
  }
  System.out.println(n);
 }
}",0
,"# 旗鼓相当的对手

## 题目描述

现有 $N$ 名同学参加了期末考试，并且获得了每名同学的信息：语文、数学、英语成绩（均为不超过 $150$ 的自然数）。如果某对学生 $\lang i,j\rang$ 的每一科成绩的分差都不大于 $5$，且总分分差不大于 $10$，那么这对学生就是“旗鼓相当的对手”。现在想知道这些同学中，有几对“旗鼓相当的对手”？同样一个人可能会和其他好几名同学结对。

## 输入格式

第一行一个正整数 $N$。

接下来 $N$ 行，每行三个整数，其中第 $i$ 行表示第 $i$ 名同学的语文、数学、英语成绩。最先读入的同学编号为 $1$。

## 输出格式

输出一个整数，表示“旗鼓相当的对手”的对数。

## 样例 #1

### 样例输入 #1

```
3
90 90 90
85 95 90
80 100 91
```

### 样例输出 #1

```
2
```

## 提示

数据保证，$2 \le N\le 1000$ 且每科成绩为不超过 $150$ 的自然数。",数组,,,,,"import java.util.Scanner;
 
public class Main {
        public static void main(String[] args) {
                Scanner sc  = new Scanner(System.in);
                int n = sc.nextInt();
                int a,b,c,sum,ans = 0;
                int[][] arr = new int[n][4];
                for(int i = 0;i<n;i++){
                        a = sc.nextInt();
                        b = sc.nextInt();
                        c = sc.nextInt();
                        sum = a+b+c;
                        int[] item = {sum,a,b,c};
                        arr[i] = item;
                }
                for(int i = 0;i<n;i++){
                        int sum1 = arr[i][0];
                        for(int m = i+1;m<n;m++){
                                int sum2 = arr[m][0];
                                if(Math.abs(sum1 -sum2)<=10){
                                        if(Math.abs(arr[i][1]-arr[m][1])<=5 &&Math.abs(arr[i][2]-arr[m][2])<=5 &&Math.abs(arr[i][3]-arr[m][3])<=5 ){
                                                ans++;
                                        }
                                }
                        }
                }
                System.out.println(ans);
        }
}",0
,"# 工艺品制作

## 题目描述

现有一个长宽高分别为 $w,x,h$ 组成的实心玻璃立方体，可以认为是由 $1\times1\times1$ 的数个小方块组成的，每个小方块都有一个坐标 $ ( i,j,k ) $。现在需要进行 $q$ 次切割。每次切割给出 $(x_1,y_1,z_1),(x_2,y_2,z_2)$ 这 6 个参数，保证 $x_1\le x_2$，$y_1\le y_2$，$z_1\le z_2$；每次切割时，使用激光工具切出一个立方体空洞，空洞的壁平行于立方体的面，空洞的对角点就是给出的切割参数的两个点。

换句话说，所有满足  $x_1\le i\le x_2$，$y_1\le j \le y_2 $，$z_1\le k\le z_2$ 的小方块 $(i,j,k)$ 的点都会被激光蒸发。例如有一个  $4\times4\times 4$ 的大方块，其体积为 $64$；给出参数 $(1,1,1),(2,2,2)$ 时，中间的 $8$ 块小方块就会被蒸发，剩下 $56$ 个小方块。现在想知道经过所有切割操作后，剩下的工艺品还剩下多少格小方块的体积？

## 输入格式

第一行三个正整数 $w,x,h$。

第二行一个正整数 $q$。

接下来 $q$ 行，每行六个整数 $(x_1,y_1,z_1),(x_2,y_2,z_2)$。

## 输出格式

输出一个整数表示答案。

## 样例 #1

### 样例输入 #1

```
4 4 4
1
1 1 1 2 2 2
```

### 样例输出 #1

```
56
```

## 提示

数据保证，$1\le w,x,h\le 20$，$1 \leq q\le 100$。$1 \leq x_1 \leq x_2 \leq w$，$1 \leq y_1\leq y_2 \leq x$，$1 \leq z_1 \leq z_2 \leq h$。",数组,,,,,"import java.util.ArrayList;
import java.util.Scanner;
 
public class Main {
        public static void main(String[] args) {
                Scanner sc  = new Scanner(System.in);
                int a,b,c,n;
                a = sc.nextInt();
                b = sc.nextInt();
                c = sc.nextInt();
                int sum = a*b*c;
                n = sc.nextInt();
                ArrayList arr = new ArrayList();
                for(int i = 0;i<n;i++){
                        int a1 = sc.nextInt();
                        int b1 = sc.nextInt();
                        int c1 = sc.nextInt();
                        int a2 = sc.nextInt();
                        int b2 = sc.nextInt();
                        int c2 = sc.nextInt();
                        for(int x = a1;x<=a2;x++){
                                for(int y = b1;y<=b2;y++){
                                        for(int z = c1;z<=c2;z++){
                                                String num = x + "" "" + y + "" "" + z;
                                                if(!arr.contains(num))
                                                        arr.add(num);
                                        }
                                }
                        }
                }
                System.out.println(sum-arr.size());
        }
}",0
,"# 彩票摇奖

## 题目描述

为了丰富人民群众的生活、支持某些社会公益事业，北塔市设置了一项彩票。该彩票的规则是：

1. 每张彩票上印有 $7$ 个各不相同的号码，且这些号码的取值范围为 $1\sim33$。
2. 每次在兑奖前都会公布一个由七个各不相同的号码构成的中奖号码。
3. 共设置 $7$ 个奖项，特等奖和一等奖至六等奖。

兑奖规则如下：
- 特等奖：要求彩票上 $7$ 个号码都出现在中奖号码中。
- 一等奖：要求彩票上有 $6$ 个号码出现在中奖号码中。
- 二等奖：要求彩票上有 $5$ 个号码出现在中奖号码中。
- 三等奖：要求彩票上有 $4$ 个号码出现在中奖号码中。
- 四等奖：要求彩票上有 $3$ 个号码出现在中奖号码中。
- 五等奖：要求彩票上有 $2$ 个号码出现在中奖号码中。
- 六等奖：要求彩票上有 $1$ 个号码出现在中奖号码中。

注：兑奖时并不考虑彩票上的号码和中奖号码中的各个号码出现的位置。例如，中奖号码为 $23\ 31\ 1\ 14\ 19\ 17\ 18$，则彩票 $12\ 8\ 9\ 23\ 1\ 16\ 7$ 由于其中有两个号码（$23$ 和 $1$）出现在中奖号码中，所以该彩票中了五等奖。

现已知中奖号码和小明买的若干张彩票的号码，请你写一个程序帮助小明判断他买的彩票的中奖情况。

## 输入格式

输入的第一行只有一个自然数 $n$，表示小明买的彩票张数；

第二行存放了 $7$ 个介于 $1$ 和 $33$ 之间的自然数，表示中奖号码；

在随后的 $n$ 行中每行都有 $7$ 个介于 $1$ 和 $33$ 之间的自然数，分别表示小明所买的 $n$ 张彩票。

## 输出格式

依次输出小明所买的彩票的中奖情况（中奖的张数），首先输出特等奖的中奖张数，然后依次输出一等奖至六等奖的中奖张数。

## 样例 #1

### 样例输入 #1

```
2
23 31 1 14 19 17 18
12 8 9 23 1 16 7
11 7 10 21 2 9 31
```

### 样例输出 #1

```
0 0 0 0 0 1 1
```

## 提示

#### 数据规模与约定

对于 $100\%$ 的数据，保证 $1 \leq n\lt1000$。",数组,,,,,"import java.util.ArrayList;
import java.util.Scanner;
 
public class Main {
        public static void main(String[] args) {
                Scanner sc  = new Scanner(System.in);
                int[] ans = {0,0,0,0,0,0,0,0};
                ArrayList arr = new ArrayList();
                int n = sc.nextInt();
                for(int i = 0;i<7;i++)
                        arr.add(sc.nextInt());
                for(int i= 0;i<n;i++){
                        int s1 = 0;
                        for(int m = 0;m<7;m++){
                                if(arr.contains(sc.nextInt()))
                                        s1++;
                        }
                       ans[7-s1] += 1;
                }
                for(int i = 0;i<7;i++)
                        System.out.printf(""%d "",ans[i]);
        }
}",0
